"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Washington"	"53"	"2011"	"2011"	1021	6830038	14.9
	"Washington"	"53"	"2012"	"2012"	1038	6897012	15.0
	"Washington"	"53"	"2013"	"2013"	1027	6971406	14.7
	"Washington"	"53"	"2014"	"2014"	1119	7061530	15.8
	"Washington"	"53"	"2015"	"2015"	1137	7170351	15.9
	"Washington"	"53"	"2016"	"2016"	1141	7288000	15.7
	"West Virginia"	"54"	"1999"	"1999"	229	1811799	12.6
	"West Virginia"	"54"	"2000"	"2000"	245	1808344	13.5
	"West Virginia"	"54"	"2001"	"2001"	286	1801481	15.9
	"West Virginia"	"54"	"2002"	"2002"	276	1805414	15.3
	"West Virginia"	"54"	"2003"	"2003"	266	1812295	14.7
	"West Virginia"	"54"	"2004"	"2004"	285	1816438	15.7
	"West Virginia"	"54"	"2005"	"2005"	255	1820492	14.0
	"West Virginia"	"54"	"2006"	"2006"	269	1827912	14.7
	"West Virginia"	"54"	"2007"	"2007"	300	1834052	16.4
	"West Virginia"	"54"	"2008"	"2008"	261	1840310	14.2
	"West Virginia"	"54"	"2009"	"2009"	253	1847775	13.7
	"West Virginia"	"54"	"2010"	"2010"	279	1852994	15.1
	"West Virginia"	"54"	"2011"	"2011"	306	1855364	16.5
	"West Virginia"	"54"	"2012"	"2012"	326	1855413	17.6
	"West Virginia"	"54"	"2013"	"2013"	323	1854304	17.4
	"West Virginia"	"54"	"2014"	"2014"	359	1850326	19.4
	"West Virginia"	"54"	"2015"	"2015"	340	1844128	18.4
	"West Virginia"	"54"	"2016"	"2016"	362	1831102	19.8
	"Wisconsin"	"55"	"1999"	"1999"	593	5332666	11.1
	"Wisconsin"	"55"	"2000"	"2000"	590	5363675	11.0
	"Wisconsin"	"55"	"2001"	"2001"	639	5406835	11.8
	"Wisconsin"	"55"	"2002"	"2002"	627	5445162	11.5
	"Wisconsin"	"55"	"2003"	"2003"	647	5479203	11.8
	"Wisconsin"	"55"	"2004"	"2004"	662	5514026	12.0
	"Wisconsin"	"55"	"2005"	"2005"	643	5546166	11.6
	"Wisconsin"	"55"	"2006"	"2006"	670	5577655	12.0
	"Wisconsin"	"55"	"2007"	"2007"	729	5610775	13.0
	"Wisconsin"	"55"	"2008"	"2008"	743	5640996	13.2
	"Wisconsin"	"55"	"2009"	"2009"	724	5669264	12.8
	"Wisconsin"	"55"	"2010"	"2010"	793	5686986	13.9
	"Wisconsin"	"55"	"2011"	"2011"	745	5711767	13.0
	"Wisconsin"	"55"	"2012"	"2012"	723	5726398	12.6
	"Wisconsin"	"55"	"2013"	"2013"	850	5742713	14.8
	"Wisconsin"	"55"	"2014"	"2014"	769	5757564	13.4
	"Wisconsin"	"55"	"2015"	"2015"	877	5771337	15.2
	"Wisconsin"	"55"	"2016"	"2016"	866	5778708	15.0
	"Wyoming"	"56"	"1999"	"1999"	98	491780	19.9
	"Wyoming"	"56"	"2000"	"2000"	83	493782	16.8
	"Wyoming"	"56"	"2001"	"2001"	83	494657	16.8
	"Wyoming"	"56"	"2002"	"2002"	105	500017	21.0
	"Wyoming"	"56"	"2003"	"2003"	109	503453	21.7
	"Wyoming"	"56"	"2004"	"2004"	88	509106	17.3
	"Wyoming"	"56"	"2005"	"2005"	90	514157	17.5
	"Wyoming"	"56"	"2006"	"2006"	116	522667	22.2
	"Wyoming"	"56"	"2007"	"2007"	101	534876	18.9
	"Wyoming"	"56"	"2008"	"2008"	124	546043	22.7
	"Wyoming"	"56"	"2009"	"2009"	111	559851	19.8
	"Wyoming"	"56"	"2010"	"2010"	131	563626	23.2
	"Wyoming"	"56"	"2011"	"2011"	132	568158	23.2
	"Wyoming"	"56"	"2012"	"2012"	171	576412	29.7
	"Wyoming"	"56"	"2013"	"2013"	129	582658	22.1
	"Wyoming"	"56"	"2014"	"2014"	120	584153	20.5
	"Wyoming"	"56"	"2015"	"2015"	157	586107	26.8
	"Wyoming"	"56"	"2016"	"2016"	144	585501	24.6
"---"
"Dataset: Underlying Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"Injury Intent: Suicide"
"Injury Mechanism & All Other Leading Causes: All"
"Place of Death: All"
"Race: All"
"States: All"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: State, Year"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jul 3, 2018 3:37:14 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jul 3, 2018 3:37:14 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The"
"population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal"
"series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for"
"years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 -"
"2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for"
"1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age groups are the number"
"of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published"
"reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
